label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
F,Right,0.45501989,0.85324788,0.00000032,0.56665480,0.77895737,-0.03873103,0.63838494,0.65274692,-0.05621096,0.66414857,0.54553980,-0.07833966,0.59677064,0.49277192,-0.09569630,0.55832255,0.49528256,0.01209342,0.58880389,0.38196993,-0.05547235,0.59958643,0.42801803,-0.11893968,0.59799170,0.48639038,-0.14996099,0.48552671,0.47269291,0.00036587,0.49357638,0.31729969,-0.03109788,0.49664524,0.21714246,-0.07040055,0.49873236,0.12574503,-0.09795813,0.41385961,0.48655155,-0.02534813,0.41513366,0.34040743,-0.05628667,0.42084408,0.23921920,-0.08387083,0.42835942,0.15151677,-0.10036886,0.34198982,0.52999979,-0.05718551,0.34421533,0.40895274,-0.07390776,0.34958676,0.32819206,-0.07548282,0.35873437,0.25629115,-0.07561105
F,Right,0.56449014,0.86858618,0.00000027,0.44415054,0.80737519,-0.04215937,0.35129428,0.69128108,-0.06948602,0.36241573,0.58304751,-0.10130096,0.45060697,0.53249067,-0.12697144,0.42576158,0.51449603,0.00752197,0.40980044,0.41077515,-0.06609917,0.43379122,0.44722298,-0.13121621,0.46435794,0.49702951,-0.16469854,0.49876237,0.48550907,-0.00806008,0.50207001,0.31774461,-0.04619998,0.50742269,0.21441495,-0.08580844,0.51491088,0.12245515,-0.11293008,0.56687880,0.49750468,-0.03957796,0.56741107,0.33776492,-0.07755497,0.56665528,0.23740646,-0.11030877,0.56711394,0.14778414,-0.12988386,0.63944757,0.54104036,-0.07760029,0.63783991,0.41286004,-0.09898230,0.62965381,0.33502400,-0.10633322,0.62056696,0.26320386,-0.11104106
F,Right,0.41458249,0.91964924,0.00000038,0.54993039,0.84268069,-0.03582337,0.64199483,0.71652466,-0.05667000,0.68770123,0.60686213,-0.08383448,0.66286266,0.53422827,-0.10481232,0.56562585,0.52114463,-0.00600552,0.60820973,0.36298832,-0.08754874,0.63696766,0.40408078,-0.15405421,0.64926040,0.47088742,-0.18271038,0.47880223,0.49547318,-0.02353028,0.49213910,0.29570144,-0.07008375,0.50651234,0.17563501,-0.11412545,0.51582950,0.06777671,-0.14224967,0.39432281,0.50857449,-0.05399940,0.40505886,0.33137113,-0.09307445,0.41536051,0.21685752,-0.12148960,0.42390507,0.11598226,-0.13643935,0.30998886,0.55196083,-0.09009921,0.31658125,0.40987292,-0.10922591,0.32358474,0.31572896,-0.10937183,0.33366844,0.23154755,-0.10681363
F,Right,0.44442141,0.85637754,0.00000022,0.55950058,0.77927220,-0.03669772,0.63397753,0.66188216,-0.05457564,0.65760362,0.55726528,-0.07767852,0.59963602,0.49122226,-0.09614616,0.56035817,0.50679666,0.01269779,0.58599794,0.38839018,-0.05251017,0.59419161,0.42925769,-0.11325077,0.59056282,0.48626858,-0.14223889,0.48833323,0.48207769,0.00094921,0.49484199,0.32547086,-0.02701718,0.49494722,0.22688252,-0.06305885,0.49247450,0.13627434,-0.08833219,0.41828853,0.49039558,-0.02431399,0.42231464,0.34372526,-0.05048502,0.42602852,0.24368644,-0.07311970,0.42911455,0.15679270,-0.08657520,0.34564769,0.52750254,-0.05579076,0.34672594,0.40635258,-0.06950483,0.34972280,0.32676047,-0.06729002,0.35523385,0.25700593,-0.06413936
F,Right,0.44442141,0.85637754,0.00000022,0.55950058,0.77927220,-0.03669772,0.63397753,0.66188216,-0.05457564,0.65760362,0.55726528,-0.07767852,0.59963602,0.49122226,-0.09614616,0.56035817,0.50679666,0.01269779,0.58599794,0.38839018,-0.05251017,0.59419161,0.42925769,-0.11325077,0.59056282,0.48626858,-0.14223889,0.48833323,0.48207769,0.00094921,0.49484199,0.32547086,-0.02701718,0.49494722,0.22688252,-0.06305885,0.49247450,0.13627434,-0.08833219,0.41828853,0.49039558,-0.02431399,0.42231464,0.34372526,-0.05048502,0.42602852,0.24368644,-0.07311970,0.42911455,0.15679270,-0.08657520,0.34564769,0.52750254,-0.05579076,0.34672594,0.40635258,-0.06950483,0.34972280,0.32676047,-0.06729002,0.35523385,0.25700593,-0.06413936
F,Right,0.56703836,0.87414503,0.00000035,0.44318298,0.81090498,-0.04120366,0.34816819,0.69145143,-0.06817067,0.35981482,0.58366799,-0.10001156,0.44977668,0.53119397,-0.12561345,0.42305392,0.51889181,0.00751271,0.40160543,0.41407886,-0.06989922,0.42612737,0.45713511,-0.13738687,0.45524207,0.51280391,-0.17073384,0.49675134,0.48820922,-0.00917294,0.49886975,0.31572768,-0.04718618,0.51032597,0.20904848,-0.08534651,0.52490389,0.11374280,-0.11104152,0.56601548,0.49968210,-0.04240143,0.56801713,0.33945751,-0.08147483,0.57042515,0.23610348,-0.11352798,0.57336956,0.14304173,-0.13192227,0.64048123,0.54211849,-0.08204612,0.63967359,0.41520843,-0.10365333,0.63304567,0.33563358,-0.10892366,0.62423968,0.26162946,-0.11191159
F,Right,0.44577977,0.85251719,0.00000038,0.55649960,0.78299212,-0.04032825,0.63084608,0.66596591,-0.06043028,0.65808803,0.55640990,-0.08413345,0.59668243,0.48902726,-0.10458987,0.56124598,0.51146817,-0.00217223,0.59024918,0.39380297,-0.06998619,0.60590714,0.42246523,-0.13108109,0.61191231,0.46914801,-0.16172428,0.49038082,0.48618624,-0.01394595,0.49922431,0.32709673,-0.04941511,0.50441962,0.22322601,-0.09066551,0.50729710,0.12865701,-0.12014124,0.42037159,0.49590120,-0.03811898,0.42374587,0.34614331,-0.07213076,0.43146637,0.24427482,-0.10138988,0.44024843,0.15479854,-0.11979297,0.34884816,0.53500336,-0.06788852,0.34973761,0.41572767,-0.08927507,0.35502416,0.33593345,-0.09363285,0.36313781,0.26361018,-0.09579460
F,Right,0.56054008,0.86149347,0.00000035,0.43985984,0.80220604,-0.03823563,0.35059667,0.68406510,-0.06431916,0.36485904,0.57638985,-0.09517627,0.45561352,0.52475488,-0.12004331,0.41884285,0.52037942,0.00631190,0.40116030,0.41019812,-0.07116719,0.42239970,0.45323130,-0.13758723,0.44983381,0.51104021,-0.16980848,0.49504775,0.49010694,-0.01019955,0.50092775,0.31405157,-0.04842865,0.50969428,0.20655736,-0.08730524,0.52070087,0.10916191,-0.11346514,0.56421119,0.50143003,-0.04255379,0.56661624,0.33692494,-0.08079385,0.56490767,0.23108962,-0.11440077,0.56671441,0.13834116,-0.13410057,0.63991314,0.54312605,-0.08063281,0.63908279,0.41177389,-0.10259043,0.63083535,0.33017346,-0.11001147,0.62216812,0.25610933,-0.11448716
F,Right,0.45481500,0.85624421,0.00000027,0.56827486,0.77635062,-0.03161945,0.64010036,0.66178143,-0.04824457,0.66092491,0.55795604,-0.07105057,0.59951466,0.49436682,-0.09163889,0.57212472,0.50944018,0.01547364,0.60479093,0.40324867,-0.04574176,0.61178315,0.43084666,-0.10662674,0.60703015,0.47569507,-0.13855340,0.50009578,0.48379406,0.00044465,0.51362926,0.32531556,-0.02821249,0.51680887,0.22606675,-0.06905381,0.51754677,0.13927606,-0.09930756,0.42862019,0.49134094,-0.02664090,0.43650737,0.34136426,-0.05513168,0.44423029,0.24167900,-0.08522434,0.45197624,0.15637901,-0.10542323,0.35532036,0.52871209,-0.05883639,0.36034974,0.40924948,-0.07618506,0.36716086,0.33061361,-0.07941312,0.37634873,0.26046264,-0.08176492
F,Right,0.45481500,0.85624421,0.00000027,0.56827486,0.77635062,-0.03161945,0.64010036,0.66178143,-0.04824457,0.66092491,0.55795604,-0.07105057,0.59951466,0.49436682,-0.09163889,0.57212472,0.50944018,0.01547364,0.60479093,0.40324867,-0.04574176,0.61178315,0.43084666,-0.10662674,0.60703015,0.47569507,-0.13855340,0.50009578,0.48379406,0.00044465,0.51362926,0.32531556,-0.02821249,0.51680887,0.22606675,-0.06905381,0.51754677,0.13927606,-0.09930756,0.42862019,0.49134094,-0.02664090,0.43650737,0.34136426,-0.05513168,0.44423029,0.24167900,-0.08522434,0.45197624,0.15637901,-0.10542323,0.35532036,0.52871209,-0.05883639,0.36034974,0.40924948,-0.07618506,0.36716086,0.33061361,-0.07941312,0.37634873,0.26046264,-0.08176492
F,Right,0.56180036,0.86364663,0.00000036,0.44544828,0.79919827,-0.04359636,0.35389352,0.68551183,-0.07584539,0.36259767,0.57682133,-0.11236583,0.45025057,0.51912206,-0.14254726,0.42604044,0.51554388,-0.00265359,0.40551603,0.40242273,-0.08261186,0.42473954,0.44332916,-0.15049019,0.45119929,0.49965674,-0.18383767,0.49964505,0.48749709,-0.01801475,0.50469428,0.31308082,-0.05775463,0.51349729,0.20646766,-0.09733942,0.52457666,0.11179304,-0.12466397,0.56812572,0.49989223,-0.04935243,0.56776887,0.33658445,-0.08761887,0.56559664,0.23223510,-0.12024767,0.56539643,0.14024109,-0.14011976,0.64150852,0.54156280,-0.08696622,0.63837337,0.41125003,-0.10870808,0.63053918,0.33058858,-0.11559859,0.62177777,0.25682712,-0.12005302
F,Right,0.45220327,0.86247289,0.00000012,0.56295669,0.78770626,-0.03706895,0.63817441,0.66118872,-0.05603075,0.66556990,0.55559844,-0.08104976,0.60651726,0.49482593,-0.10253657,0.56330621,0.49977615,0.00934402,0.59929073,0.39947060,-0.06123655,0.60679990,0.44285607,-0.12786394,0.60243928,0.49688396,-0.16185024,0.49148551,0.47462389,-0.00582863,0.50332445,0.31970739,-0.03896511,0.50476086,0.22149304,-0.07895488,0.50615412,0.13253507,-0.10766055,0.42174861,0.48452511,-0.03483058,0.43079048,0.33346915,-0.06686006,0.43782926,0.23541436,-0.09346481,0.44458702,0.14738673,-0.11037640,0.35254610,0.52439201,-0.07006828,0.35907415,0.40402970,-0.08865330,0.36570418,0.32476121,-0.08989701,0.37412763,0.25192755,-0.09026922
F,Right,0.56673074,0.86082333,0.00000036,0.44577885,0.79699230,-0.04001500,0.35691726,0.67560339,-0.06633462,0.36872631,0.56528801,-0.09742444,0.45459393,0.50753826,-0.12243994,0.42508766,0.51659346,0.00831727,0.40384009,0.40147057,-0.06797916,0.42509040,0.44386002,-0.13484344,0.45182934,0.49840063,-0.16772459,0.49847057,0.48706040,-0.00717733,0.50100893,0.31435919,-0.04264427,0.50776470,0.20912319,-0.08250766,0.51620579,0.11260003,-0.11052501,0.56573755,0.49821022,-0.03871824,0.56705993,0.33592930,-0.07502347,0.56457376,0.23109141,-0.10859647,0.56435251,0.13728246,-0.12932867,0.63883835,0.53788537,-0.07621214,0.63565779,0.41043290,-0.09726632,0.62909532,0.33087248,-0.10382676,0.62234002,0.25691181,-0.10823845
F,Right,0.60300499,0.89101076,0.00000024,0.48627812,0.82675838,-0.03563834,0.40369368,0.68740702,-0.05377874,0.38091061,0.56261885,-0.07667699,0.36498141,0.45826507,-0.09406883,0.38950050,0.54536670,0.01342029,0.33828390,0.42657644,-0.05832332,0.34445941,0.43818817,-0.12078028,0.35601830,0.46560287,-0.15056664,0.46269867,0.49765679,-0.00383843,0.41295403,0.31213737,-0.04447955,0.38807535,0.19472054,-0.08721498,0.36647955,0.09673756,-0.11339540,0.54660350,0.48964059,-0.03512520,0.50495243,0.31454781,-0.07612713,0.48309785,0.20352140,-0.10856771,0.45990682,0.11159217,-0.12543528,0.63989699,0.50917399,-0.07134777,0.61399925,0.36696377,-0.09383295,0.59704506,0.27795321,-0.09624910,0.57900512,0.20657930,-0.09486555
F,Right,0.44288635,0.85605067,0.00000020,0.55714333,0.77633142,-0.03772731,0.63218606,0.65797979,-0.05923786,0.66219229,0.55183274,-0.08634702,0.60669601,0.47856045,-0.11002096,0.53659576,0.50749338,0.00443018,0.57031524,0.40560552,-0.06974385,0.59091723,0.45453429,-0.13860813,0.59233415,0.51326668,-0.17304297,0.47142169,0.48290217,-0.01042535,0.48285362,0.32473904,-0.04507507,0.49270135,0.22452605,-0.08795075,0.49827844,0.13500425,-0.11949600,0.40696669,0.49432641,-0.03890758,0.41305125,0.34377137,-0.07321884,0.42206919,0.24447121,-0.10402473,0.42878312,0.15740490,-0.12400502,0.34254062,0.53510344,-0.07302070,0.34589562,0.41403589,-0.09451499,0.35092798,0.33233804,-0.09859571,0.35600501,0.25852332,-0.10113659
F,Right,0.56216627,0.86308080,0.00000033,0.43873918,0.80158126,-0.03576732,0.34850889,0.67922974,-0.05781940,0.36412668,0.57011753,-0.08555090,0.45098743,0.51593208,-0.10722109,0.41317573,0.52018142,0.01495115,0.39453700,0.40885496,-0.06100810,0.41888854,0.45191538,-0.12723359,0.44641975,0.50905746,-0.15897378,0.48975027,0.48816672,-0.00237509,0.49511713,0.31367514,-0.03770988,0.50385433,0.20720249,-0.07600714,0.51293379,0.11051959,-0.10193243,0.55877829,0.49738601,-0.03588340,0.56264609,0.33524394,-0.07230477,0.56137586,0.22954100,-0.10501549,0.56124640,0.13499367,-0.12430373,0.63448846,0.53667879,-0.07519130,0.63323247,0.40846062,-0.09521756,0.62643206,0.32875577,-0.10032157,0.61800241,0.25525212,-0.10332902
F,Right,0.56477392,0.86377370,0.00000033,0.44387808,0.80078363,-0.03809617,0.35199219,0.67946905,-0.06291158,0.36669874,0.57083124,-0.09292202,0.45501405,0.51612961,-0.11689224,0.41746423,0.51958251,0.00747948,0.39837644,0.40683591,-0.07118538,0.42298019,0.45150769,-0.13830116,0.45122612,0.51216507,-0.17011331,0.49394000,0.48770803,-0.00913651,0.49882585,0.31125656,-0.04623314,0.50790197,0.20432544,-0.08465350,0.51790172,0.10855153,-0.11044341,0.56379813,0.49712518,-0.04179617,0.56593120,0.33406603,-0.07904775,0.56440127,0.22894952,-0.11205262,0.56357050,0.13489801,-0.13146904,0.63913280,0.53667974,-0.08030675,0.63713294,0.40898180,-0.10064363,0.62992239,0.32963696,-0.10577217,0.62097979,0.25695655,-0.10872615
F,Right,0.57036757,0.88041013,0.00000017,0.44960177,0.81110883,-0.03821940,0.35698423,0.69084072,-0.06358292,0.36589566,0.58113480,-0.09438945,0.45031983,0.52574044,-0.11942380,0.43537626,0.52150762,0.00828689,0.41595674,0.40589917,-0.06093452,0.43411097,0.44376031,-0.12240445,0.45893916,0.49601123,-0.15402873,0.50351125,0.49422431,-0.00831096,0.50282383,0.32210201,-0.04249331,0.50582063,0.22078484,-0.07897293,0.51224363,0.13335845,-0.10465761,0.56847346,0.50525337,-0.03987130,0.56230968,0.34234989,-0.07443291,0.55906016,0.24201410,-0.10329140,0.55801773,0.15471852,-0.12119998,0.63895911,0.54494387,-0.07761422,0.63385713,0.41884875,-0.09598532,0.62434351,0.34212250,-0.09960911,0.61346287,0.27318302,-0.10229200
F,Right,0.55709326,0.87349588,0.00000027,0.44148788,0.80805027,-0.04491578,0.35021955,0.68743831,-0.07522088,0.36395198,0.57970929,-0.10983440,0.45293424,0.52863324,-0.13807046,0.42425525,0.50984889,-0.00081881,0.41075897,0.40502527,-0.08084723,0.43754363,0.44939959,-0.14985664,0.46811441,0.50744790,-0.18437245,0.49909362,0.48224035,-0.01687199,0.50639153,0.31011003,-0.05713705,0.51482278,0.20431930,-0.09755691,0.52592933,0.11086795,-0.12511274,0.56873596,0.49638081,-0.04913788,0.57176614,0.33367944,-0.08900612,0.57314104,0.23188537,-0.12263491,0.57549751,0.14108577,-0.14251845,0.64220017,0.54280102,-0.08811548,0.64426577,0.41457099,-0.11047204,0.63734788,0.33567563,-0.11699127,0.62874842,0.26391736,-0.12075367
F,Right,0.54980016,0.86729759,0.00000022,0.43315363,0.80418849,-0.04892329,0.34283423,0.68244201,-0.07979963,0.36181879,0.57432938,-0.11383068,0.45374036,0.52431536,-0.14058743,0.42204010,0.50902921,-0.00533413,0.40568465,0.39735156,-0.08520285,0.43528709,0.44606197,-0.15290329,0.46919495,0.50516629,-0.18661004,0.49821490,0.48106161,-0.01825228,0.50352412,0.30870152,-0.05878540,0.51309991,0.20629206,-0.09914260,0.52294737,0.11117622,-0.12684241,0.56556004,0.49478614,-0.04757572,0.56602907,0.33145353,-0.08750483,0.56662172,0.23093528,-0.12135197,0.56939489,0.14160237,-0.14149268,0.63702941,0.54039472,-0.08391215,0.63514185,0.41160330,-0.10668117,0.62601298,0.33081561,-0.11565533,0.61716688,0.25726795,-0.12140764
F,Right,0.55155337,0.86235040,0.00000031,0.43674245,0.80363178,-0.04706402,0.34679806,0.68272084,-0.07839573,0.36610436,0.57569742,-0.11278227,0.45719761,0.52453303,-0.14050364,0.41702545,0.51154292,-0.00819657,0.40738940,0.40269050,-0.09059110,0.43716002,0.45075312,-0.16040519,0.46856484,0.51266295,-0.19432655,0.49433661,0.48240459,-0.02158292,0.50274408,0.30857942,-0.06068842,0.51412594,0.20232669,-0.09954549,0.52733105,0.10565576,-0.12607130,0.56465101,0.49511296,-0.05113548,0.56772578,0.33286858,-0.08791790,0.56894886,0.22896004,-0.11986326,0.57226688,0.13673791,-0.13897981,0.63981098,0.53951067,-0.08766277,0.63942701,0.41017458,-0.10750715,0.63209176,0.32854143,-0.11333574,0.62456745,0.25494701,-0.11684088
F,Right,0.49588254,0.85008651,0.00000018,0.59507322,0.76670206,-0.03267433,0.64032263,0.63723636,-0.04653911,0.63472545,0.52848893,-0.06472079,0.56740791,0.47194132,-0.07991990,0.57912880,0.49755186,0.00822539,0.59514648,0.38782629,-0.05088486,0.60013485,0.41010657,-0.10830724,0.60029447,0.45092097,-0.13867766,0.50871617,0.48090085,-0.00444549,0.50165856,0.32225868,-0.03425115,0.49462625,0.22097754,-0.07158905,0.48831919,0.13608077,-0.09896698,0.44288203,0.49713719,-0.02849802,0.43113726,0.34803414,-0.05801972,0.42788336,0.24935599,-0.08401104,0.42685208,0.16639602,-0.10076909,0.37919509,0.54252273,-0.05753033,0.36870369,0.42312321,-0.07553712,0.36677068,0.34391007,-0.07756777,0.36670694,0.27438191,-0.07878927
F,Right,0.56872684,0.88084710,0.00000035,0.45156246,0.81617618,-0.05714350,0.35884362,0.69628882,-0.09296247,0.37155622,0.58548433,-0.12974752,0.44872293,0.52416468,-0.15975846,0.43636024,0.51974672,-0.02411577,0.42358184,0.39926624,-0.10088780,0.47219238,0.41862866,-0.16688249,0.52884930,0.45035753,-0.20287116,0.50415504,0.48852813,-0.03354836,0.50106376,0.31422028,-0.07815546,0.51140743,0.20345926,-0.11952957,0.52505440,0.11032766,-0.14784835,0.56884825,0.49683598,-0.05774020,0.55905461,0.32941300,-0.10025873,0.56167483,0.22576854,-0.13025968,0.56645721,0.13897246,-0.14735413,0.63826925,0.53666991,-0.08973268,0.63430130,0.40506926,-0.11556319,0.62436116,0.32395333,-0.12253920,0.61520231,0.25462866,-0.12575640
F,Right,0.54736066,0.87570113,0.00000017,0.43733752,0.81242335,-0.04858007,0.35240462,0.69020081,-0.08145756,0.36909372,0.58238626,-0.11834494,0.45634997,0.52427000,-0.14813027,0.41473177,0.51284140,-0.00631422,0.40523255,0.40466890,-0.09131301,0.44133505,0.45727113,-0.16409969,0.47746259,0.52072883,-0.20107009,0.49025214,0.48284414,-0.02137406,0.50143069,0.30960545,-0.06437837,0.51502460,0.20485693,-0.10841756,0.52671582,0.10915342,-0.13970625,0.55838871,0.49584675,-0.05290584,0.56288171,0.33197299,-0.09488290,0.56755632,0.22877339,-0.13005292,0.57141012,0.13637888,-0.15197097,0.63386536,0.54144514,-0.09150977,0.63622254,0.41108704,-0.11477440,0.63012511,0.33078086,-0.12255985,0.62241310,0.25707468,-0.12814587
F,Right,0.60040247,0.88737994,0.00000021,0.48510119,0.82224584,-0.03718174,0.40089408,0.68737829,-0.05733167,0.37602621,0.56543881,-0.08204000,0.36269507,0.46127594,-0.10142837,0.39476201,0.53711182,0.00897100,0.34437686,0.41757786,-0.06272509,0.34996811,0.42304733,-0.12484457,0.36414120,0.44522691,-0.15533347,0.46533158,0.49335504,-0.00847033,0.41710913,0.30453014,-0.05172024,0.38936761,0.18790340,-0.09547284,0.36555400,0.09184980,-0.12194490,0.54816520,0.48823428,-0.03951203,0.50833517,0.30991745,-0.08260502,0.48520467,0.19764715,-0.11535851,0.46174580,0.10438916,-0.13214612,0.64043814,0.51161408,-0.07553095,0.61673516,0.36786348,-0.10012775,0.59798938,0.27853876,-0.10369805,0.57844067,0.20676666,-0.10282854
F,Right,0.51284516,0.84959650,0.00000017,0.60080481,0.75909948,-0.03642901,0.63063562,0.62512392,-0.04864228,0.61028779,0.51783115,-0.06468067,0.53536332,0.46449754,-0.07831440,0.57119340,0.49095029,0.01350234,0.58091688,0.37938774,-0.04337303,0.58143055,0.38917997,-0.10073870,0.57893336,0.42351788,-0.13214643,0.50614649,0.47784036,0.00334031,0.49352694,0.32017219,-0.02553489,0.48387629,0.21926725,-0.06451595,0.47649944,0.13551572,-0.09436914,0.44537243,0.49774396,-0.01936309,0.43140379,0.34893918,-0.05020583,0.42552766,0.24927083,-0.07995150,0.42153567,0.16443160,-0.10022536,0.38413739,0.54444033,-0.04739974,0.37128541,0.42726284,-0.06818985,0.36869010,0.34776980,-0.07479502,0.36723405,0.27448571,-0.08055233
F,Right,0.44546014,0.86514139,0.00000025,0.56488663,0.78545779,-0.03268367,0.64223748,0.66864198,-0.05167836,0.66214383,0.55969214,-0.07560856,0.59426165,0.49512106,-0.09565229,0.57442337,0.50326127,0.00289127,0.60087544,0.38114965,-0.05894416,0.60625648,0.41644835,-0.11479293,0.60353649,0.46730435,-0.14228877,0.49711531,0.47911540,-0.01086437,0.50315249,0.31059390,-0.04371896,0.50296134,0.21084473,-0.08147591,0.50175613,0.11611944,-0.10780880,0.42266279,0.49081624,-0.03523993,0.42341918,0.33646727,-0.06469424,0.42684913,0.23572563,-0.08944853,0.42885238,0.14529210,-0.10457297,0.34519041,0.53281331,-0.06444749,0.34633821,0.40760773,-0.07916376,0.34960991,0.32496381,-0.07848173,0.35373497,0.25164878,-0.07706758
F,Right,0.44112083,0.87416601,0.00000016,0.55511665,0.79379058,-0.02799719,0.63218826,0.67779720,-0.04749172,0.65750134,0.57141221,-0.07419912,0.59268880,0.50707364,-0.09797025,0.55789852,0.50989431,0.00708833,0.59189969,0.38768503,-0.05910251,0.60401672,0.42040506,-0.11898804,0.60323739,0.47259527,-0.14810486,0.48366165,0.48528355,-0.01155393,0.49709043,0.31658810,-0.04219668,0.50043887,0.21869670,-0.07956173,0.50127882,0.12845388,-0.10627608,0.41154355,0.49422941,-0.04145766,0.41953528,0.33498973,-0.06879858,0.42407796,0.23546672,-0.09305970,0.42790079,0.14640218,-0.10946619,0.33576334,0.53370947,-0.07636409,0.33940005,0.41037598,-0.09140017,0.34297776,0.33153892,-0.09075550,0.34691367,0.26058701,-0.08995357
F,Right,0.44161561,0.87133813,0.00000008,0.55503309,0.79511034,-0.03776319,0.63321614,0.67638457,-0.06140897,0.65815330,0.56869340,-0.09056209,0.58872610,0.50743669,-0.11550238,0.56215018,0.50590765,-0.00259621,0.59694362,0.38867548,-0.07575628,0.59959495,0.43587345,-0.13866077,0.58932900,0.49598998,-0.16873661,0.48655456,0.48230004,-0.01810246,0.49896461,0.31556392,-0.05483936,0.50137943,0.21833020,-0.09296513,0.50085592,0.12668341,-0.11939475,0.41427165,0.49504611,-0.04638517,0.41854757,0.33751416,-0.08008686,0.42277932,0.23904856,-0.10391191,0.42767984,0.14847097,-0.11870830,0.34095490,0.53791833,-0.08046344,0.34197599,0.41401690,-0.09959995,0.34656370,0.33405295,-0.09949894,0.35305238,0.26069140,-0.09855527
F,Right,0.56593722,0.86625493,0.00000021,0.44957593,0.80358362,-0.04951657,0.35818505,0.69059384,-0.08247741,0.37306705,0.58719850,-0.11864675,0.45898181,0.53301287,-0.14809924,0.43212196,0.51142430,-0.00531672,0.41624606,0.40966544,-0.08217011,0.43595886,0.46052957,-0.14909525,0.45971298,0.51944864,-0.18383658,0.50514716,0.48330876,-0.01969681,0.50972790,0.31375766,-0.06065728,0.51481777,0.21122763,-0.10385098,0.52126002,0.11770698,-0.13470672,0.57219362,0.49740312,-0.05012186,0.57339287,0.33588654,-0.09149450,0.57250220,0.23499763,-0.12800913,0.57298321,0.14510751,-0.15089117,0.64475191,0.54236704,-0.08718226,0.64243895,0.41205683,-0.11171073,0.63353384,0.33315283,-0.12115575,0.62379420,0.26036286,-0.12772985
F,Right,0.43586329,0.87326819,0.00000018,0.55342370,0.79019886,-0.02935694,0.63004649,0.67550433,-0.04972512,0.65818691,0.57106781,-0.07789635,0.59983712,0.50456411,-0.10321936,0.55745125,0.51024109,0.00597098,0.59582251,0.39318591,-0.06327668,0.60734123,0.42733732,-0.12384345,0.60339457,0.48135641,-0.15281832,0.48497853,0.48650610,-0.01285380,0.50065225,0.31816438,-0.04612776,0.50315547,0.21629551,-0.08251560,0.50055814,0.12438214,-0.10765886,0.41536048,0.49840087,-0.04371412,0.42058039,0.34248382,-0.07417914,0.42443499,0.24434547,-0.09668335,0.42768469,0.15669757,-0.11058316,0.34305656,0.54006135,-0.07987747,0.34404498,0.41907212,-0.09866101,0.34684491,0.33869922,-0.09886986,0.35060889,0.26578403,-0.09769753
F,Right,0.55226666,0.87290484,0.00000028,0.44030264,0.81179965,-0.05642858,0.35138875,0.69450259,-0.09349563,0.37202024,0.58893621,-0.13221954,0.46383774,0.53667152,-0.16367738,0.44111347,0.51607680,-0.01876879,0.43343589,0.40598458,-0.09889611,0.46585476,0.45217681,-0.16663650,0.50451362,0.50652885,-0.20163937,0.51028198,0.49106076,-0.03000505,0.51495188,0.31908023,-0.07379318,0.52551109,0.21683890,-0.11466349,0.54091775,0.12415150,-0.14268005,0.57291174,0.50664860,-0.05751530,0.57418674,0.34081692,-0.10038054,0.57733083,0.23992372,-0.13348709,0.58383578,0.14952266,-0.15281861,0.63961923,0.55207115,-0.09258946,0.63953608,0.41962180,-0.11790898,0.63228601,0.33861679,-0.12704021,0.62469292,0.26381510,-0.13257834
F,Right,0.39480725,0.86843348,0.00000010,0.51898152,0.80768418,-0.03645739,0.61500013,0.69462138,-0.05667254,0.66399890,0.58741832,-0.08220090,0.60379654,0.52424568,-0.10396887,0.55670363,0.52407837,0.00375474,0.60061914,0.41526276,-0.06366339,0.59820712,0.45607597,-0.12587510,0.58307779,0.50811476,-0.15716492,0.48618129,0.49227107,-0.01104516,0.51627445,0.32972759,-0.04224467,0.53082377,0.23116186,-0.08065748,0.54175603,0.13872176,-0.10894002,0.41545063,0.49530888,-0.03829071,0.43719277,0.34185854,-0.06803706,0.45277876,0.24357013,-0.09454654,0.46591809,0.15317345,-0.11253633,0.34066391,0.52657092,-0.07123341,0.35612574,0.40589342,-0.08829705,0.36835545,0.32825732,-0.08935820,0.38038188,0.25656429,-0.09033869
F,Right,0.39480725,0.86843348,0.00000010,0.51898152,0.80768418,-0.03645739,0.61500013,0.69462138,-0.05667254,0.66399890,0.58741832,-0.08220090,0.60379654,0.52424568,-0.10396887,0.55670363,0.52407837,0.00375474,0.60061914,0.41526276,-0.06366339,0.59820712,0.45607597,-0.12587510,0.58307779,0.50811476,-0.15716492,0.48618129,0.49227107,-0.01104516,0.51627445,0.32972759,-0.04224467,0.53082377,0.23116186,-0.08065748,0.54175603,0.13872176,-0.10894002,0.41545063,0.49530888,-0.03829071,0.43719277,0.34185854,-0.06803706,0.45277876,0.24357013,-0.09454654,0.46591809,0.15317345,-0.11253633,0.34066391,0.52657092,-0.07123341,0.35612574,0.40589342,-0.08829705,0.36835545,0.32825732,-0.08935820,0.38038188,0.25656429,-0.09033869
